model,power,prop_na,sample_size,cutpoints,beta_t,beta_tx,beta_t_tx,rand_intercept_sd,rand_slope_sd,n_sim,datetime
free_days678,0.828,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
free_days5678,0.988,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
free_days45678,1,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
free_days345678,1,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
free_days2345678,1,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
ppo_3,0.29,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
ppo_7,0.376,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
ppo_14,0.556,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
ppo_21,0.698,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
ppo_28,0.708,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_prop_state1,0.928,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_spline2_state1,0.82,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_prop_state12,0.744,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_spline2_state12,0.524,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_prop_state123,0.622,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
cox_spline2_state123,0.394,0,500,NA,-0.2,-0.2,-0.01,1e-5,1e-5,500,2024-10-31T14:57:03Z
otm,0.244,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
otm_rand_int,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
rand_int,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days8,0.052,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days78,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days678,0.062,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days5678,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days45678,0.054,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days345678,0.042,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
free_days2345678,0.05,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
ppo_3,0.054,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
ppo_7,0.046,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
ppo_14,0.038,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
ppo_21,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
ppo_28,0.04,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_prop_state1,0.048,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_spline2_state1,0.046,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_prop_state12,0.06,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_spline2_state12,0.04,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_prop_state123,0.064,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
cox_spline2_state123,0.054,0,100,NA,-0.2,0,0,1,1e-5,500,2024-10-29T21:00:39Z
otm,0.26,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
otm_rand_int,0.024,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
rand_int,0.024,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days8,0.046,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days78,0.05,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days678,0.036,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days5678,0.048,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days45678,0.034,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days345678,0.03,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
free_days2345678,0.044,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
ppo_3,0.048,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
ppo_7,0.038,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
ppo_14,0.048,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
ppo_21,0.024,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
ppo_28,0.04,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_prop_state1,0.046,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_spline2_state1,0.078,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_prop_state12,0.046,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_spline2_state12,0.052,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_prop_state123,0.066,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
cox_spline2_state123,0.06,0,200,NA,-0.2,0,0,1,1e-5,500,2024-10-30T03:58:12Z
otm,0.302,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
otm_rand_int,0.058,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
rand_int,0.062,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days8,0.06,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days78,0.07,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days678,0.046,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days5678,0.054,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days45678,0.044,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days345678,0.056,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
free_days2345678,0.048,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
ppo_3,0.044,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
ppo_7,0.07,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
ppo_14,0.042,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
ppo_21,0.046,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
ppo_28,0.046,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_prop_state1,0.07,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_spline2_state1,0.036,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_prop_state12,0.058,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_spline2_state12,0.054,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_prop_state123,0.044,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
cox_spline2_state123,0.066,0,300,NA,-0.2,0,0,1,1e-5,500,2024-10-30T14:03:15Z
otm,0.27,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
otm_rand_int,0.05,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
rand_int,0.05,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days8,0.038,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days78,0.052,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days678,0.06,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days5678,0.058,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days45678,0.058,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days345678,0.052,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
free_days2345678,0.052,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
ppo_3,0.042,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
ppo_7,0.056,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
ppo_14,0.06,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
ppo_21,0.076,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
ppo_28,0.042,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_prop_state1,0.042,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_spline2_state1,0.05,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_prop_state12,0.046,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_spline2_state12,0.04,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_prop_state123,0.038,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
cox_spline2_state123,0.05,0,400,NA,-0.2,0,0,1,1e-5,500,2024-10-31T04:50:31Z
otm,0.292,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
otm_rand_int,0.052,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
rand_int,0.052,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days8,0.056,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days78,0.07,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days678,0.058,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days5678,0.048,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days45678,0.054,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days345678,0.062,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
free_days2345678,0.046,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
ppo_3,0.068,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
ppo_7,0.066,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
ppo_14,0.054,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
ppo_21,0.05,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
ppo_28,0.05,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_prop_state1,0.06,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_spline2_state1,0.054,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_prop_state12,0.042,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_spline2_state12,0.05,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_prop_state123,0.052,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
cox_spline2_state123,0.06,0,500,NA,-0.2,0,0,1,1e-5,500,2024-10-31T20:21:43Z
otm,0.472,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
otm_rand_int,0.126,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
rand_int,0.124,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days8,0.054,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days78,0.082,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days678,0.114,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days5678,0.128,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days45678,0.14,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days345678,0.132,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
free_days2345678,0.122,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
ppo_3,0.086,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
ppo_7,0.088,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
ppo_14,0.092,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
ppo_21,0.096,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
ppo_28,0.078,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_prop_state1,0.1,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_spline2_state1,0.1,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_prop_state12,0.098,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_spline2_state12,0.076,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_prop_state123,0.07,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
cox_spline2_state123,0.07,0,100,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-29T21:05:00Z
otm,0.598,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
otm_rand_int,0.202,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
rand_int,0.202,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days8,0.056,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days78,0.108,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days678,0.174,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days5678,0.21,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days45678,0.252,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days345678,0.238,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
free_days2345678,0.228,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
ppo_3,0.11,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
ppo_7,0.074,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
ppo_14,0.12,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
ppo_21,0.098,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
ppo_28,0.084,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_prop_state1,0.158,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_spline2_state1,0.116,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_prop_state12,0.152,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_spline2_state12,0.096,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_prop_state123,0.136,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
cox_spline2_state123,0.092,0,200,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T03:55:34Z
otm,0.746,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
otm_rand_int,0.32,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
rand_int,0.32,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days8,0.112,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days78,0.162,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days678,0.27,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days5678,0.326,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days45678,0.354,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days345678,0.39,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
free_days2345678,0.36,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
ppo_3,0.13,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
ppo_7,0.14,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
ppo_14,0.134,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
ppo_21,0.146,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
ppo_28,0.124,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_prop_state1,0.2,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_spline2_state1,0.126,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_prop_state12,0.196,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_spline2_state12,0.096,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_prop_state123,0.178,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
cox_spline2_state123,0.1,0,300,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-30T15:07:43Z
otm,0.794,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
otm_rand_int,0.372,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
rand_int,0.374,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days8,0.088,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days78,0.216,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days678,0.282,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days5678,0.356,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days45678,0.436,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days345678,0.42,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
free_days2345678,0.42,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
ppo_3,0.162,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
ppo_7,0.172,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
ppo_14,0.146,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
ppo_21,0.146,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
ppo_28,0.136,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_prop_state1,0.212,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_spline2_state1,0.132,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_prop_state12,0.216,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_spline2_state12,0.122,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_prop_state123,0.216,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
cox_spline2_state123,0.106,0,400,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T05:48:31Z
otm,0.064,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
otm_rand_int,0.064,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
rand_int,0.062,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days8,0.066,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days78,0.058,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days678,0.052,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days5678,0.074,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days45678,0.052,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days345678,0.044,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
free_days2345678,0.064,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
ppo_3,0.054,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
ppo_7,0.048,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
ppo_14,0.044,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
ppo_21,0.046,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
ppo_28,0.064,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_prop_state1,0.048,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_spline2_state1,0.052,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_prop_state12,0.056,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_spline2_state12,0.056,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_prop_state123,0.058,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
cox_spline2_state123,0.044,0,200,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T03:14:10Z
otm,0.85,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
otm_rand_int,0.44,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
rand_int,0.442,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days8,0.1,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days78,0.242,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days678,0.34,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days5678,0.436,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days45678,0.482,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days345678,0.5,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
free_days2345678,0.5,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
ppo_3,0.174,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
ppo_7,0.204,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
ppo_14,0.196,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
ppo_21,0.166,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
ppo_28,0.136,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_prop_state1,0.258,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_spline2_state1,0.166,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_prop_state12,0.29,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_spline2_state12,0.168,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_prop_state123,0.246,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
cox_spline2_state123,0.13,0,500,NA,-0.2,-0.2,0,1,1e-5,500,2024-10-31T21:26:28Z
otm,0.406,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
otm_rand_int,0.18,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
rand_int,0.186,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days8,0.056,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days78,0.064,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days678,0.05,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days5678,0.064,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days45678,0.08,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days345678,0.084,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
free_days2345678,0.128,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
ppo_3,0.056,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
ppo_7,0.06,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
ppo_14,0.048,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
ppo_21,0.08,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
ppo_28,0.07,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
cox_prop_state1,0.06,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
