model,power,prop_na,sample_size,cutpoints,beta_t,beta_tx,beta_t_tx,rand_intercept_sd,rand_slope_sd,n_sim,datetime
cox_prop_state12,0.052,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
cox_spline2_state12,0.074,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
cox_prop_state123,0.052,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
cox_spline2_state123,0.048,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
otm,0.256,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
otm_rand_int,0.122,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
rand_int,0.132,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days8,0.076,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days78,0.048,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days678,0.056,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days5678,0.046,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days45678,0.058,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days345678,0.056,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
free_days2345678,0.056,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
ppo_3,0.058,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
ppo_7,0.058,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
ppo_14,0.036,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
ppo_21,0.064,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
ppo_28,0.03,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_prop_state1,0.056,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_spline2_state1,0.034,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_prop_state12,0.04,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_spline2_state12,0.054,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_prop_state123,0.034,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
cox_spline2_state123,0.054,0,300,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T17:52:04Z
otm,0.25,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
otm_rand_int,0.128,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
rand_int,0.13,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days8,0.062,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days78,0.056,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days678,0.06,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days5678,0.068,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days45678,0.048,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days345678,0.052,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
free_days2345678,0.054,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
ppo_3,0.048,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
ppo_7,0.05,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
ppo_14,0.038,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
ppo_21,0.068,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
ppo_28,0.048,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_prop_state1,0.062,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_spline2_state1,0.052,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_prop_state12,0.056,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_spline2_state12,0.056,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_prop_state123,0.046,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
cox_spline2_state123,0.058,0,400,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T03:34:01Z
otm,0.244,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
otm_rand_int,0.13,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
rand_int,0.136,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days8,0.046,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days78,0.04,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days678,0.054,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days5678,0.05,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days45678,0.03,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days345678,0.036,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
free_days2345678,0.046,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
ppo_3,0.048,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
ppo_7,0.052,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
ppo_14,0.048,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
ppo_21,0.048,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
ppo_28,0.048,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_prop_state1,0.056,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_spline2_state1,0.05,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_prop_state12,0.046,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_spline2_state12,0.044,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_prop_state123,0.042,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
cox_spline2_state123,0.044,0,500,NA,-0.2,0,0,1e-5,0.05,500,2024-10-31T16:38:08Z
otm,0.566,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
otm_rand_int,0.268,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
rand_int,0.274,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days8,0.056,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days78,0.11,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days678,0.24,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days5678,0.266,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days45678,0.268,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days345678,0.218,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
free_days2345678,0.134,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
ppo_3,0.096,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
ppo_7,0.092,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
ppo_14,0.072,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
ppo_21,0.074,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
ppo_28,0.064,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_prop_state1,0.13,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_spline2_state1,0.108,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_prop_state12,0.15,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_spline2_state12,0.088,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_prop_state123,0.13,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
cox_spline2_state123,0.064,0,100,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-29T23:33:44Z
otm,0.756,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
otm_rand_int,0.36,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
rand_int,0.366,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days8,0.09,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days78,0.148,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days678,0.3,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days5678,0.458,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days45678,0.464,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days345678,0.356,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
free_days2345678,0.204,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
ppo_3,0.126,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
ppo_7,0.108,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
ppo_14,0.106,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
ppo_21,0.118,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
ppo_28,0.064,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_prop_state1,0.182,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_spline2_state1,0.138,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_prop_state12,0.216,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_spline2_state12,0.126,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_prop_state123,0.18,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
cox_spline2_state123,0.088,0,200,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T05:46:30Z
otm,0.832,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
otm_rand_int,0.528,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
rand_int,0.542,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days8,0.09,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days78,0.228,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days678,0.42,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days5678,0.588,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days45678,0.542,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days345678,0.424,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
free_days2345678,0.318,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
ppo_3,0.144,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
ppo_7,0.144,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
ppo_14,0.16,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
ppo_21,0.112,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
ppo_28,0.088,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_prop_state1,0.212,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_spline2_state1,0.172,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_prop_state12,0.288,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_spline2_state12,0.17,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_prop_state123,0.26,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
cox_spline2_state123,0.134,0,300,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-30T16:13:43Z
otm,0.938,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
otm_rand_int,0.726,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
rand_int,0.74,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days8,0.066,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days78,0.31,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days678,0.552,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days5678,0.746,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days45678,0.756,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days345678,0.638,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
free_days2345678,0.414,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
ppo_3,0.186,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
ppo_7,0.212,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
ppo_14,0.204,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
ppo_21,0.16,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
ppo_28,0.136,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_prop_state1,0.296,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_spline2_state1,0.188,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_prop_state12,0.398,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_spline2_state12,0.238,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_prop_state123,0.41,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
cox_spline2_state123,0.234,0,400,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T05:07:47Z
otm,0.04,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
otm_rand_int,0.038,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
rand_int,0.038,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days8,0.06,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days78,0.062,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days678,0.042,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days5678,0.048,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days45678,0.058,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days345678,0.038,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
free_days2345678,0.07,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
ppo_3,0.042,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
ppo_7,0.048,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
ppo_14,0.076,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
ppo_21,0.04,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
ppo_28,0.078,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_prop_state1,0.048,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_spline2_state1,0.056,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_prop_state12,0.032,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_spline2_state12,0.038,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_prop_state123,0.046,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
cox_spline2_state123,0.05,0,400,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T23:18:41Z
otm,0.964,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
otm_rand_int,0.794,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
rand_int,0.804,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days8,0.108,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days78,0.314,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days678,0.622,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days5678,0.806,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days45678,0.818,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days345678,0.69,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
free_days2345678,0.472,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
ppo_3,0.224,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
ppo_7,0.21,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
ppo_14,0.196,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
ppo_21,0.208,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
ppo_28,0.144,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_prop_state1,0.322,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_spline2_state1,0.254,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_prop_state12,0.472,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_spline2_state12,0.302,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_prop_state123,0.402,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
cox_spline2_state123,0.22,0,500,NA,-0.2,-0.2,0,1e-5,0.05,500,2024-10-31T22:09:39Z
otm,0.454,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
otm_rand_int,0.29,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
rand_int,0.296,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days8,0.062,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days78,0.06,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days678,0.07,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days5678,0.08,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days45678,0.12,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days345678,0.132,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
free_days2345678,0.144,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
ppo_3,0.058,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
ppo_7,0.06,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
ppo_14,0.078,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
ppo_21,0.076,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
ppo_28,0.114,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_prop_state1,0.082,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_spline2_state1,0.066,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_prop_state12,0.046,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_spline2_state12,0.072,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_prop_state123,0.06,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
cox_spline2_state123,0.05,0,100,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T01:09:33Z
otm,0.568,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
otm_rand_int,0.388,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
rand_int,0.398,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days8,0.064,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days78,0.046,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days678,0.08,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days5678,0.106,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days45678,0.192,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days345678,0.25,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
free_days2345678,0.228,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
ppo_3,0.05,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
ppo_7,0.036,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
ppo_14,0.072,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
ppo_21,0.14,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
ppo_28,0.106,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_prop_state1,0.124,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_spline2_state1,0.108,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_prop_state12,0.064,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_spline2_state12,0.066,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_prop_state123,0.044,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
cox_spline2_state123,0.058,0,200,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T07:48:56Z
otm,0.666,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
otm_rand_int,0.482,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
rand_int,0.488,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days8,0.052,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days78,0.068,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days678,0.102,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days5678,0.14,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days45678,0.294,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days345678,0.306,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
free_days2345678,0.332,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
ppo_3,0.052,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
ppo_7,0.06,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
ppo_14,0.086,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
ppo_21,0.138,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
ppo_28,0.136,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
cox_prop_state1,0.114,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
cox_spline2_state1,0.078,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
cox_prop_state12,0.07,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
