model,power,prop_na,sample_size,cutpoints,beta_yprev,beta_t,beta_tx,beta_t_tx,tx_end,tx_type,n_sim,datetime
ppo_7,0.04,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
ppo_14,0.04,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
ppo_21,0.046,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
ppo_28,0.044,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_prop_state1,0.042,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_spline2_state1,0.05,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_prop_state12,0.038,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_spline2_state12,0.054,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_prop_state123,0.048,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
cox_spline2_state123,0.05,0,200,NA,NA,-0.02,0,0,14,linear,500,2024-10-30T16:28:54Z
otm,0.04,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
otm_rand_int,0.04,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
rand_int,0.492,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days8,0.036,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days78,0.054,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days678,0.056,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days5678,0.05,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days45678,0.042,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days345678,0.046,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
free_days2345678,0.052,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
ppo_3,0.054,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
ppo_7,0.05,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
ppo_14,0.048,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
ppo_21,0.058,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
ppo_28,0.058,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_prop_state1,0.05,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_spline2_state1,0.052,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_prop_state12,0.054,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_spline2_state12,0.044,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_prop_state123,0.05,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
cox_spline2_state123,0.05,0,300,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T05:36:06Z
otm,0.05,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
otm_rand_int,0.048,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
rand_int,0.532,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days8,0.05,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days78,0.056,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days678,0.06,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days5678,0.062,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days45678,0.066,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days345678,0.064,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
free_days2345678,0.062,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
ppo_3,0.068,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
ppo_7,0.064,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
ppo_14,0.058,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
ppo_21,0.05,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
ppo_28,0.044,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_prop_state1,0.06,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_spline2_state1,0.054,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_prop_state12,0.064,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_spline2_state12,0.044,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_prop_state123,0.064,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
cox_spline2_state123,0.066,0,400,NA,NA,-0.02,0,0,14,linear,500,2024-10-31T21:01:44Z
otm,0.044,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
otm_rand_int,0.044,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
rand_int,0.514,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days8,0.056,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days78,0.044,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days678,0.054,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days5678,0.052,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days45678,0.054,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days345678,0.054,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
free_days2345678,0.052,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
ppo_3,0.052,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
ppo_7,0.046,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
ppo_14,0.03,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
ppo_21,0.064,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
ppo_28,0.052,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_prop_state1,0.044,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_spline2_state1,0.034,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_prop_state12,0.048,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_spline2_state12,0.04,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_prop_state123,0.056,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
cox_spline2_state123,0.048,0,500,NA,NA,-0.02,0,0,14,linear,500,2024-11-01T17:59:57Z
otm,0.128,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
otm_rand_int,0.126,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
rand_int,0.656,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days8,0.076,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days78,0.054,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days678,0.068,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days5678,0.072,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days45678,0.078,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days345678,0.086,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
free_days2345678,0.082,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
ppo_3,0.052,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
ppo_7,0.04,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
ppo_14,0.082,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
ppo_21,0.09,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
ppo_28,0.118,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_prop_state1,0.078,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_spline2_state1,0.088,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_prop_state12,0.076,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_spline2_state12,0.086,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_prop_state123,0.07,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
cox_spline2_state123,0.072,0,100,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T08:45:43Z
otm,0.228,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
otm_rand_int,0.222,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
rand_int,0.722,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days8,0.058,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days78,0.084,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days678,0.096,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days5678,0.106,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days45678,0.136,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days345678,0.136,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
free_days2345678,0.144,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
ppo_3,0.068,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
ppo_7,0.066,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
ppo_14,0.098,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
ppo_21,0.152,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
ppo_28,0.182,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_prop_state1,0.132,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_spline2_state1,0.104,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_prop_state12,0.142,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_spline2_state12,0.118,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_prop_state123,0.138,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
cox_spline2_state123,0.1,0,200,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-30T17:08:49Z
otm,0.288,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
otm_rand_int,0.282,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
rand_int,0.778,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days8,0.066,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days78,0.092,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days678,0.106,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days5678,0.118,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days45678,0.14,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days345678,0.134,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
free_days2345678,0.152,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
ppo_3,0.05,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
ppo_7,0.06,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
ppo_14,0.116,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
ppo_21,0.182,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
ppo_28,0.224,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_prop_state1,0.154,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_spline2_state1,0.13,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_prop_state12,0.144,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_spline2_state12,0.122,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_prop_state123,0.14,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
cox_spline2_state123,0.106,0,300,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T05:35:03Z
otm,0.42,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
otm_rand_int,0.412,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
rand_int,0.862,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days8,0.1,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days78,0.1,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days678,0.108,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days5678,0.148,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days45678,0.194,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days345678,0.194,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
free_days2345678,0.204,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
ppo_3,0.052,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
ppo_7,0.06,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
ppo_14,0.142,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
ppo_21,0.24,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
ppo_28,0.31,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_prop_state1,0.218,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_spline2_state1,0.16,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_prop_state12,0.212,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_spline2_state12,0.154,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_prop_state123,0.2,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
cox_spline2_state123,0.168,0,400,NA,NA,-0.02,0,-0.01,14,linear,500,2024-10-31T21:35:57Z
otm,0.048,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
otm_rand_int,0.042,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
rand_int,0.548,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days8,0.05,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days78,0.034,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days678,0.04,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days5678,0.046,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days45678,0.05,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days345678,0.056,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
free_days2345678,0.06,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
ppo_3,0.05,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
ppo_7,0.06,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
ppo_14,0.05,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
ppo_21,0.048,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
ppo_28,0.048,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_prop_state1,0.052,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_spline2_state1,0.044,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_prop_state12,0.046,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_spline2_state12,0.054,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_prop_state123,0.052,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
cox_spline2_state123,0.05,0,300,NA,NA,-0.02,0,0,3,linear,500,2024-10-31T03:24:11Z
otm,0.506,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
otm_rand_int,0.5,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
rand_int,0.9,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days8,0.072,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days78,0.078,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days678,0.088,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days5678,0.15,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days45678,0.188,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days345678,0.196,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
free_days2345678,0.202,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
ppo_3,0.046,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
ppo_7,0.052,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
ppo_14,0.132,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
ppo_21,0.234,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
ppo_28,0.286,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_prop_state1,0.198,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_spline2_state1,0.158,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_prop_state12,0.19,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_spline2_state12,0.162,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_prop_state123,0.168,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
cox_spline2_state123,0.14,0,500,NA,NA,-0.02,0,-0.01,14,linear,500,2024-11-01T16:26:19Z
otm,0.41,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
otm_rand_int,0.392,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
rand_int,0.852,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days8,0.096,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days78,0.078,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days678,0.088,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days5678,0.14,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days45678,0.152,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days345678,0.168,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
free_days2345678,0.18,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
ppo_3,0.046,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
ppo_7,0.05,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
ppo_14,0.12,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
ppo_21,0.218,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
ppo_28,0.26,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_prop_state1,0.168,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_spline2_state1,0.126,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_prop_state12,0.17,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_spline2_state12,0.13,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_prop_state123,0.136,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
cox_spline2_state123,0.13,0,100,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T08:40:20Z
otm,0.708,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
otm_rand_int,0.702,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
rand_int,0.968,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days8,0.096,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days78,0.116,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days678,0.134,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days5678,0.206,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days45678,0.274,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days345678,0.288,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
free_days2345678,0.308,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
ppo_3,0.054,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
ppo_7,0.066,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
ppo_14,0.194,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
ppo_21,0.37,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
ppo_28,0.48,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_prop_state1,0.31,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_spline2_state1,0.282,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_prop_state12,0.314,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_spline2_state12,0.274,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_prop_state123,0.27,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
cox_spline2_state123,0.238,0,200,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-30T16:46:59Z
otm,0.884,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
otm_rand_int,0.884,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
rand_int,0.982,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days8,0.188,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days78,0.158,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days678,0.178,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days5678,0.312,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days45678,0.41,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days345678,0.426,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
free_days2345678,0.46,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
ppo_3,0.054,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
ppo_7,0.076,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
ppo_14,0.254,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
ppo_21,0.542,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
ppo_28,0.642,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
cox_prop_state1,0.466,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
cox_spline2_state1,0.414,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
cox_prop_state12,0.466,0,300,NA,NA,-0.02,0,-0.02,14,linear,500,2024-10-31T07:12:36Z
